Number,Identifier,Transect,Point,Monitor,Distance_from_treatment,Location,Treatment,Date,Start_date,Time,com_pip_passes,com_pip_fb,sop_pip_passes,sop_pip_fb,nat_pip_passes,noid_pip_passes,noid_pip_fb,nls_passes,myotis_passes,unknown_passes,unknown_fb,social_calls,Comments,,
2355,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2356,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2357,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2358,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2359,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2360,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2361,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2362,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2363,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2364,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2365,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2366,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2367,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2368,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2369,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2370,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2371,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2372,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2373,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2374,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2375,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2376,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2377,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2378,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2379,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2380,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2381,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2382,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2383,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2384,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2385,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2386,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2387,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2388,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,1,,0,0
2389,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2390,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2391,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2392,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2393,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2394,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2395,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2396,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2397,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2398,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2399,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2400,Emma Little,1,Control,b,250,Control,Control,19/05/2023,18/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2401,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2402,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2403,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2404,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2405,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2406,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2407,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2408,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2409,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2410,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2411,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2412,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2413,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2414,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2415,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2416,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2417,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2418,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2419,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2420,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2421,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2422,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2423,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2424,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2425,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2426,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2427,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2428,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2429,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2430,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2431,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2432,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2433,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2434,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2435,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2436,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2437,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:36:00,1,0,0,0,0,0,0,0,0,0,0,0,v distant,1,1
2438,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2439,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:48:00,1,0,0,0,0,0,0,0,0,0,0,0,v distant,1,1
2440,Emma Little,1,Control,b,250,Control,Light,19/05/2023,19/05/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2441,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2442,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2443,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2444,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2445,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2446,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2447,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2448,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2449,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2450,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2451,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2452,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2453,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2454,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2455,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2456,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2457,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2458,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2459,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2460,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2461,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2462,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2463,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2464,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2465,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2466,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2467,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2468,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2469,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2470,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2471,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2472,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2473,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2474,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2475,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2476,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2477,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2478,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2479,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2480,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2481,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2482,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2483,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2484,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2485,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2486,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2487,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2488,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2489,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2490,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2491,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2492,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2493,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2494,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2495,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2496,Emma Little,1,Control,b,250,Control,Light,20/05/2023,19/05/2023,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2497,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2498,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2499,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2500,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2501,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2502,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2503,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2504,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2505,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2506,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,20:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2507,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2508,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2509,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2510,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2511,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:24:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2512,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:30:00,1,0,0,0,0,0,0,0,0,0,0,0,,1,0
2513,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2514,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2515,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2516,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,21:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2517,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2518,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:06:00,0,0,0,0,0,0,0,0,2,0,0,0,natterers,2,0
2519,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2520,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2521,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:24:00,0,0,0,0,0,0,0,0,1,0,0,0,natterers,1,0
2522,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2523,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2524,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2525,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2526,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,22:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2527,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2528,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2529,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2530,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2531,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:24:00,0,0,0,0,0,0,0,0,1,0,0,0,,1,0
2532,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:30:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2533,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:36:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2534,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:42:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2535,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:48:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2536,Emma Little,1,Control,b,250,Control,Light_Sound,21/05/2023,21/05/2023,23:54:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2537,Emma Little,1,Control,b,250,Control,Light_Sound,22/05/2023,21/05/2023,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2538,Emma Little,1,Control,b,250,Control,Light_Sound,22/05/2023,21/05/2023,00:06:00,0,0,0,0,0,0,0,1,0,0,0,0,serotine/leisler's in clutter,1,0
2539,Emma Little,1,Control,b,250,Control,Light_Sound,22/05/2023,21/05/2023,00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
2540,Emma Little,1,Control,b,250,Control,Light_Sound,22/05/2023,21/05/2023,00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
